proj_id;title;cost;summary;start_date;finish_date;evaluator_id;eval_points;eval_creation_date;exec_id;prog_id;org_id;mgr_id
1243;Intelligence Most;983104;Suspendisse suscipit placerat viverra. Curabitur non ipsum quis justo hendrerit malesuada. Donec at odio dapibus tellus consectetur ullamcorper. Donec maximus vel metus vitae faucibus. Nam sed metus bibendum, fermentum ipsum eu, interdum ex. Duis varius mi est, tristique cursus leo pellentesque ac. Nullam elementum lacus enim, ut tempor velit interdum sed. Donec vel cursus diam.;2018-03-28;2021-07-12;1029;69;2018-02-28;2207;2003;1113;1028
1244;Start Engineer;195347;Duis eget turpis est. Mauris sodales porta magna, non iaculis tortor finibus ut. Ut vehicula dictum finibus. Curabitur urna orci, pretium ac rutrum in, sodales a nunc. Maecenas non neque turpis. Proin dictum metus sit amet libero luctus, vel scelerisque mi facilisis. Fusce eu semper enim, vel sodales eros. Nam egestas magna at nunc venenatis sodales. In hac habitasse platea dictumst. Nam at mi eget nunc sodales aliquam eget eu ante. Cras id ipsum dictum, placerat felis eget, egestas arcu. Suspendisse mattis, felis non sodales ullamcorper, nunc libero tristique enim, ut egestas velit est ut massa.;2019-01-08;2021-10-21;1096;99;2015-12-08;2206;2001;1130;1095
1245;The Go Project;699393;Maecenas id arcu vitae velit posuere vehicula. Maecenas iaculis lorem nibh, vitae tempus augue tristique vitae. Suspendisse et ullamcorper neque. Integer erat metus, porttitor sed laoreet nec, laoreet non diam. Nullam eu finibus elit, vel mollis ligula. Vivamus id dui non ligula porta vestibulum. Pellentesque habitant morbi tristique senectus et netus et malesuada fames ac turpis egestas. Proin velit mauris, dictum vel enim eget, interdum porttitor velit. In molestie massa non tellus sollicitudin pharetra. Sed blandit est vel neque pellentesque mattis. Sed fringilla cursus risus in ultricies. Proin feugiat nibh urna, nec sagittis ex egestas ut.;2019-01-12;2021-01-15;1037;83;2018-12-12;2203;2003;1115;1038
1246;Telecomly;447549;Ut et nunc lobortis, lobortis nunc eu, auctor nunc. Sed vitae leo malesuada, congue mi id, condimentum erat. Etiam eget consectetur sem. Ut pharetra sapien sed feugiat vestibulum. Maecenas quis scelerisque est. Vivamus mattis, neque at euismod lacinia, nisi ante tempus nisi, at volutpat nisl purus quis lacus. Aliquam ac nunc ut mi feugiat elementum. Morbi velit metus, efficitur quis magna et, tempus tincidunt dui. Nam ut ex in dui semper sodales. Suspendisse elementum lectus et lectus vehicula, quis interdum tellus tincidunt. In consectetur aliquam tempus. Donec quis odio enim. Aliquam ac aliquam dolor.;2019-08-21;2022-06-22;1073;79;2019-07-21;2204;2002;1125;1072
1247;Gotech;238631;"Aliquam rhoncus sit amet arcu eget consectetur. In vitae ante quis sem mattis fringilla. Sed cursus cursus est nec sagittis. Suspendisse potenti. Donec at mi arcu. Aliquam dignissim a ex eu cursus. Vestibulum ante ipsum primis in faucibus orci luctus et ultrices posuere cubilia curae; Cras malesuada, tortor ut sollicitudin dignissim, velit libero luctus ipsum, id tincidunt purus mauris quis tellus. Aliquam molestie augue eu turpis aliquam, in porttitor diam finibus. Sed pulvinar urna enim, id ultrices ante vestibulum vitae. Aliquam nec tempor nunc. Donec feugiat bibendum leo nec tristique. Nullam in neque purus.";2018-10-17;2021-08-06;1042;63;2018-09-17;2201;2001;1115;1043
1248;Progressism;496080;Nam finibus commodo risus eu semper. Duis ornare libero vel aliquet tempus. Praesent dictum elit ac arcu condimentum, eget mattis turpis sagittis. Curabitur interdum justo orci, in ullamcorper nibh dignissim a. Nam consectetur magna at orci bibendum volutpat. Nam lacinia ultricies turpis sit amet tempor. Praesent sodales, erat quis vehicula tincidunt, diam enim pretium turpis, placerat rhoncus mi nunc sit amet augue. Vestibulum feugiat orci felis. Orci varius natoque penatibus et magnis dis parturient montes, nascetur ridiculus mus. Vestibulum cursus faucibus lacus, sit amet dignissim felis tincidunt et. Vivamus hendrerit fringilla leo, nec laoreet risus condimentum sed. Nullam pretium malesuada ante. Pellentesque est nibh, molestie et ante in, iaculis imperdiet sapien. In rhoncus scelerisque eleifend. Class aptent taciti sociosqu ad litora torquent per conubia nostra, per inceptos himenaeos.;2019-04-20;2021-07-06;1039;100;2019-03-20;2210;2003;1115;1040
1249;Artificial Dash;734625;Maecenas a facilisis risus. Pellentesque dapibus mauris sed massa vestibulum hendrerit. Nam at lorem lacus. Etiam eu nunc mattis, dictum arcu et, congue sapien. Morbi facilisis, metus ut aliquam lacinia, felis est ultricies nunc, non scelerisque sem lacus vitae augue. Aenean eget diam vel magna aliquam iaculis nec eget arcu. Duis dignissim, eros ac facilisis elementum, quam lectus ullamcorper metus, vitae cursus sapien elit suscipit nulla. Cras suscipit purus vitae egestas accumsan. Cras ultrices enim pharetra odio dignissim laoreet. Cras pellentesque, quam vel dignissim ultrices, turpis elit aliquet leo, ut dignissim augue purus vel mauris. Donec aliquet tempus sapien ut tempor. Integer a ultricies elit, ac lobortis diam. Vestibulum eu felis dolor. Aenean sapien mauris, cursus eget volutpat quis, maximus in erat. Mauris luctus sapien nec volutpat imperdiet.;2019-04-07;2022-06-22;1093;89;2019-03-07;2210;2001;1130;1094
1250;Biotechist;340069;Nullam et consequat orci, vitae commodo lorem. Nunc elementum euismod orci non pellentesque. Fusce posuere arcu sed aliquam placerat. Vivamus velit dui, fermentum quis suscipit vel, laoreet id erat. Aenean semper ornare dignissim. Sed massa elit, aliquet et dui eu, congue iaculis mauris. Etiam malesuada metus et nisl venenatis efficitur. Nulla sed dapibus risus. Donec mattis viverra hendrerit. Quisque cursus, sem vestibulum faucibus sollicitudin, est tellus efficitur lacus, non sagittis urna eros id libero. Etiam semper, magna lobortis rutrum mattis, quam libero scelerisque lectus, in vehicula elit nunc ut ligula. Praesent sit amet ornare nibh, ac congue neque. Sed ut tincidunt urna.;2020-05-21;2022-10-25;1047;98;2020-04-21;2208;2005;1117;1048
1251;Mathematico;146133;Donec sed nunc vitae nisi posuere lobortis. Duis tristique finibus erat, sed bibendum mauris ultrices at. Donec ac risus venenatis, pulvinar mi vel, vulputate nibh. Suspendisse sem velit, cursus nec magna scelerisque, tempor ornare lacus. Nam posuere, ante vel molestie aliquam, mauris diam auctor nisi, eget volutpat risus dui tempor lacus. Suspendisse imperdiet sed metus sit amet mollis. Cras justo mi, interdum quis quam sit amet, consequat tempor sem. Phasellus in fringilla nibh.;2010-11-25;2013-12-14;1016;96;2010-10-25;2207;2004;1108;1015
1252;Geogeo Pro;792754;Morbi rhoncus a enim eu mollis. Donec sit amet ante ex. Nulla volutpat, urna vitae semper rhoncus, neque sapien facilisis nisi, et rhoncus eros felis nec enim. Nam tortor ex, sagittis quis sodales malesuada, rutrum quis dui. Pellentesque fringilla ex sit amet lacus tristique ullamcorper. Vestibulum feugiat lectus sollicitudin porta scelerisque. Sed gravida purus at pharetra lobortis. Praesent orci neque, porttitor in nulla at, accumsan dignissim ante. Proin pulvinar neque non enim tempus pharetra. Aenean purus velit, laoreet non justo vitae, rhoncus hendrerit urna. Morbi suscipit porta orci. Pellentesque accumsan tempor lorem.;2019-10-30;2022-10-22;1065;79;2019-09-30;2209;2002;1122;1064
1253;Satellite Prima;323675;Maecenas egestas lectus quis erat pharetra iaculis. Phasellus libero felis, convallis dapibus leo et, ullamcorper pretium magna. Proin nisl dui, facilisis id posuere id, mollis a eros. Interdum et malesuada fames ac ante ipsum primis in faucibus. Fusce suscipit et justo a sagittis. Curabitur molestie odio eget libero fermentum, vel commodo arcu auctor. Vivamus facilisis sem at diam euismod, nec interdum massa volutpat. Curabitur sit amet pulvinar nisi, ac venenatis sapien.;2012-04-27;2015-01-12;1057;79;2012-03-27;2210;2002;1120;1056
1254;Engine On;198205;Vestibulum vestibulum sapien eu massa accumsan, eget tincidunt est mollis. Phasellus varius dolor ut aliquam scelerisque. Fusce ut faucibus tellus. Curabitur a sem dictum, imperdiet elit nec, dignissim metus. Cras leo mi, faucibus nec ipsum suscipit, tempor consequat odio. Sed hendrerit vulputate diam, eu cursus libero dictum faucibus. Aliquam dignissim nisl id augue gravida faucibus.;2019-11-17;2022-07-22;1090;100;2019-10-17;2206;2003;1130;1089
1255;AR future;501558;Duis elit purus, suscipit id commodo in, imperdiet quis enim. Pellentesque vel erat lacus. Nam et ligula at mi fermentum placerat. Nulla sed ante metus. Sed laoreet neque sed felis molestie, non luctus arcu mattis. Nullam malesuada eleifend justo. Sed arcu nisl, venenatis quis efficitur in, feugiat eu dolor. Mauris auctor orci ac nisl ultricies eleifend at in nunc. Curabitur vitae lacinia nunc, ac porta erat. Aenean placerat sem sit amet odio imperdiet viverra. Ut porta quis ligula eget dignissim. Nulla eu elit at felis maximus rutrum vitae sit amet lectus. Aenean consectetur quam nec gravida fringilla. Proin vitae tincidunt nisi, et hendrerit leo.;2019-08-09;2022-06-11;1088;83;2019-07-09;2202;2004;1130;1089
1256;Code Plus;995982;Nam viverra vestibulum libero, sit amet eleifend risus accumsan a. Suspendisse est quam, accumsan a lectus id, pharetra pellentesque sem. Fusce porttitor hendrerit pellentesque. Donec sit amet enim sed ante varius fermentum. Donec pellentesque nisl quis eros condimentum, a aliquet dui commodo. Nam blandit ut quam in lobortis. Nulla eget eros risus. Vivamus laoreet leo ac sapien interdum maximus. Maecenas ultricies ligula vitae feugiat sodales.;2018-02-07;2021-02-04;1018;76;2018-01-07;2201;2001;1109;1017
1257;Quantum Plus;434434;Cras nisl diam, luctus id erat dignissim, tristique lacinia sapien. In hac habitasse platea dictumst. Nulla convallis maximus neque, at dapibus nunc venenatis eu. Mauris viverra posuere posuere. Nunc euismod blandit sapien, quis sagittis orci laoreet at. Donec ac dolor et orci eleifend luctus. Morbi nec pulvinar arcu. Sed rhoncus id magna eget pretium. In ut aliquam enim, eu consequat turpis. Nam et imperdiet augue. In turpis neque, hendrerit ac nisi eu, dapibus suscipit mauris. Cras vitae faucibus eros, ac malesuada orci. Mauris nec lacinia nisi, sit amet eleifend nunc.;2019-10-27;2022-06-23;1032;76;2019-09-27;2207;2004;1114;1033
1258;Statistics Up;710971;Donec urna diam, rutrum eu facilisis a, laoreet sodales est. Praesent semper, nibh quis tempus bibendum, tellus mi porta tellus, nec feugiat arcu sapien vitae tortor. Suspendisse non mauris a magna tristique feugiat. Etiam libero nunc, vehicula non quam sit amet, auctor fermentum lacus. Nunc pretium justo et urna rhoncus, ut faucibus ligula posuere. Aenean consequat vitae justo nec finibus. Duis rutrum tortor urna, ac auctor quam fermentum sit amet.;2019-12-24;2022-10-22;1024;68;2019-11-24;2202;2002;1111;1023
1259;Start Up;734665;Sed a sapien at risus malesuada dignissim. Class aptent taciti sociosqu ad litora torquent per conubia nostra, per inceptos himenaeos. Duis ut convallis justo. Aenean porta aliquam erat. Donec a purus non nunc consequat hendrerit. Nam vel faucibus est, id pretium massa. Nulla facilisi. Morbi aliquam eget dui a lobortis. Aenean quam metus, posuere ut ipsum id, hendrerit dictum eros. Aenean molestie in ipsum et eleifend. In a imperdiet mi, eget viverra ante. Suspendisse egestas dignissim tortor, quis scelerisque ipsum efficitur a.;2019-07-27;2021-07-15;1036;88;2019-06-27;2201;2002;1115;1035
1260;Power Up;300956;Mauris commodo consequat volutpat. Vestibulum ac lectus non erat auctor facilisis vel eget magna. Interdum et malesuada fames ac ante ipsum primis in faucibus. Suspendisse potenti. Proin sed felis lacus. Ut dignissim quis leo vitae bibendum. Interdum et malesuada fames ac ante ipsum primis in faucibus. Nulla facilisi. Sed eu rhoncus tortor. Maecenas vitae ligula eu dui viverra rutrum. Aenean tempus mauris vulputate magna fermentum, ac interdum nisl vulputate.;2019-02-01;2022-08-22;1097;99;2019-01-01;2203;2003;1130;1092
